Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Date S F,Week,Highlights
4,2010-12-31,1794868.74,1,38.09,2.955,127.0876774,7.127,2010-12-31,2010-12-31,"- Total sales decreased by $4,829,191.00, which represents a decrease of 46.33%. The decline was driven mainly by a reduction of $1,731,845.00 (49.11%) in store 4."
5,2010-12-31,298180.18,1,49.79,2.943,211.9567142,6.768,2010-12-31,2010-12-31,"- Total sales decreased by $4,829,191.00, which represents a decrease of 46.33%. The decline was driven mainly by a reduction of $1,731,845.00 (49.11%) in store 4."
2,2010-12-31,1750434.55,1,47.3,2.943,211.064774,8.163,2010-12-31,2010-12-31,"- Total sales decreased by $4,829,191.00, which represents a decrease of 46.33%. The decline was driven mainly by a reduction of $1,731,845.00 (49.11%) in store 4."
3,2010-12-31,382677.76,1,53.2,2.943,214.6986466,7.564,2010-12-31,2010-12-31,"- Total sales decreased by $4,829,191.00, which represents a decrease of 46.33%. The decline was driven mainly by a reduction of $1,731,845.00 (49.11%) in store 4."
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,2010-12-31,2010-12-31,"- Total sales decreased by $4,829,191.00, which represents a decrease of 46.33%. The decline was driven mainly by a reduction of $1,731,845.00 (49.11%) in store 4."
4,2011-01-07,1862476.27,0,39.34,2.98,127.1917742,6.51,2011-01-07,2011-01-07,"- Total sales increased by 136,367.0 dollars (2.44%). The increase was driven mainly by an expansion of 77,412.0 dollars (5.66%) in store 1."
5,2011-01-07,286347.26,0,48.3,2.976,211.9560305,6.634,2011-01-07,2011-01-07,"- Total sales increased by 136,367.0 dollars (2.44%). The increase was driven mainly by an expansion of 77,412.0 dollars (5.66%) in store 1."
2,2011-01-07,1758050.79,0,44.69,2.976,211.0648881,8.028,2011-01-07,2011-01-07,"- Total sales increased by 136,367.0 dollars (2.44%). The increase was driven mainly by an expansion of 77,412.0 dollars (5.66%) in store 1."
3,2011-01-07,378241.34,0,53.35,2.976,214.6955104,7.551,2011-01-07,2011-01-07,"- Total sales increased by 136,367.0 dollars (2.44%). The increase was driven mainly by an expansion of 77,412.0 dollars (5.66%) in store 1."
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,2011-01-07,2011-01-07,"- Total sales increased by 136,367.0 dollars (2.44%). The increase was driven mainly by an expansion of 77,412.0 dollars (5.66%) in store 1."
5,2011-01-14,260636.71,0,37.74,2.983,212.008514,6.634,2011-01-14,2011-01-14,"- Total sales decreased by $87,440.00 (-1.53%). The decrease was driven mainly by a decline of $53,718.00 (-3.72%) in store 1."
2,2011-01-14,1744193.58,0,33.02,2.983,211.1176713,8.028,2011-01-14,2011-01-14,"- Total sales decreased by $87,440.00 (-1.53%). The decrease was driven mainly by a decline of $53,718.00 (-3.72%) in store 1."
4,2011-01-14,1865502.46,0,31.6,2.992,127.3009355,6.51,2011-01-14,2011-01-14,"- Total sales decreased by $87,440.00 (-1.53%). The decrease was driven mainly by a decline of $53,718.00 (-3.72%) in store 1."
3,2011-01-14,381061.1,0,44.76,2.983,214.7470729,7.551,2011-01-14,2011-01-14,"- Total sales decreased by $87,440.00 (-1.53%). The decrease was driven mainly by a decline of $53,718.00 (-3.72%) in store 1."
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,2011-01-14,2011-01-14,"- Total sales decreased by $87,440.00 (-1.53%). The decrease was driven mainly by a decline of $53,718.00 (-3.72%) in store 1."
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,2011-01-21,2011-01-21,"- Total sales decreased by $51,034.0 (-0.9%). The decrease was driven mainly by a decline of $63,609.0 (-4.57%) in store 1."
5,2011-01-21,275313.34,0,45.41,3.016,212.3800012,6.634,2011-01-21,2011-01-21,"- Total sales decreased by $51,034.0 (-0.9%). The decrease was driven mainly by a decline of $63,609.0 (-4.57%) in store 1."
3,2011-01-21,350876.7,0,50.74,3.016,215.1268275,7.551,2011-01-21,2011-01-21,"- Total sales decreased by $51,034.0 (-0.9%). The decrease was driven mainly by a decline of $63,609.0 (-4.57%) in store 1."
4,2011-01-21,1886393.94,0,38.34,3.017,127.4404839,6.51,2011-01-21,2011-01-21,"- Total sales decreased by $51,034.0 (-0.9%). The decrease was driven mainly by a decline of $63,609.0 (-4.57%) in store 1."
2,2011-01-21,1751384.9,0,41.4,3.016,211.4864691,8.028,2011-01-21,2011-01-21,"- Total sales decreased by $51,034.0 (-0.9%). The decrease was driven mainly by a decline of $63,609.0 (-4.57%) in store 1."
4,2011-01-28,1814240.85,0,40.6,3.022,127.5800323,6.51,2011-01-28,2011-01-28,"- Total sales decreased by $120,908.00, which represents a decrease of 2.16%. The decrease was driven mainly by a decline of $72,153.00, which represents a decrease of 3.82% in store 4."
5,2011-01-28,279088.39,0,44.5,3.01,212.7514884,6.634,2011-01-28,2011-01-28,"- Total sales decreased by $120,908.00, which represents a decrease of 2.16%. The decrease was driven mainly by a decline of $72,153.00, which represents a decrease of 3.82% in store 4."
2,2011-01-28,1695371.68,0,42.83,3.01,211.8552668,8.028,2011-01-28,2011-01-28,"- Total sales decreased by $120,908.00, which represents a decrease of 2.16%. The decrease was driven mainly by a decline of $72,153.00, which represents a decrease of 3.82% in store 4."
3,2011-01-28,364866.24,0,48.71,3.01,215.5065821,7.551,2011-01-28,2011-01-28,"- Total sales decreased by $120,908.00, which represents a decrease of 2.16%. The decrease was driven mainly by a decline of $72,153.00, which represents a decrease of 3.82% in store 4."
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,2011-01-28,2011-01-28,"- Total sales decreased by $120,908.00, which represents a decrease of 2.16%. The decrease was driven mainly by a decline of $72,153.00, which represents a decrease of 3.82% in store 4."
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,2011-02-04,2011-02-04,- Total sales increased by 952725.0 dollars (17.42%). The increase was driven mainly by an expansion of 289730.0 dollars (22.0%) in store 1.
4,2011-02-04,2119086.04,0,34.61,2.996,127.7195806,6.51,2011-02-04,2011-02-04,- Total sales increased by 952725.0 dollars (17.42%). The increase was driven mainly by an expansion of 289730.0 dollars (22.0%) in store 1.
3,2011-02-04,438516.53,0,45.95,2.989,215.8863367,7.551,2011-02-04,2011-02-04,- Total sales increased by 952725.0 dollars (17.42%). The increase was driven mainly by an expansion of 289730.0 dollars (22.0%) in store 1.
2,2011-02-04,1929346.23,0,38.25,2.989,212.2240646,8.028,2011-02-04,2011-02-04,- Total sales increased by 952725.0 dollars (17.42%). The increase was driven mainly by an expansion of 289730.0 dollars (22.0%) in store 1.
5,2011-02-04,329613.2,0,41.67,2.989,213.1229755,6.634,2011-02-04,2011-02-04,- Total sales increased by 952725.0 dollars (17.42%). The increase was driven mainly by an expansion of 289730.0 dollars (22.0%) in store 1.
3,2011-02-11,430526.21,1,43.57,3.022,216.2660913,7.551,2011-02-11,2011-02-11,"- Total sales increased by 324,429.0 dollars (5.05%). The increase was driven mainly by an expansion of 238,695.0 dollars (12.37%) in store 2. However, sales in store 3 decreased by 7,990.0 dollars (-1.82%) and sales in store 5 decreased by 18,023.0 dollars (-5.47%)."
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,2011-02-11,2011-02-11,"- Total sales increased by 324,429.0 dollars (5.05%). The increase was driven mainly by an expansion of 238,695.0 dollars (12.37%) in store 2. However, sales in store 3 decreased by 7,990.0 dollars (-1.82%) and sales in store 5 decreased by 18,023.0 dollars (-5.47%)."
5,2011-02-11,311590.54,1,38.25,3.022,213.4944627,6.634,2011-02-11,2011-02-11,"- Total sales increased by 324,429.0 dollars (5.05%). The increase was driven mainly by an expansion of 238,695.0 dollars (12.37%) in store 2. However, sales in store 3 decreased by 7,990.0 dollars (-1.82%) and sales in store 5 decreased by 18,023.0 dollars (-5.47%)."
2,2011-02-11,2168041.61,1,33.19,3.022,212.5928624,8.028,2011-02-11,2011-02-11,"- Total sales increased by 324,429.0 dollars (5.05%). The increase was driven mainly by an expansion of 238,695.0 dollars (12.37%) in store 2. However, sales in store 3 decreased by 7,990.0 dollars (-1.82%) and sales in store 5 decreased by 18,023.0 dollars (-5.47%)."
4,2011-02-11,2187847.29,1,33.29,3.033,127.859129,6.51,2011-02-11,2011-02-11,"- Total sales increased by 324,429.0 dollars (5.05%). The increase was driven mainly by an expansion of 238,695.0 dollars (12.37%) in store 2. However, sales in store 3 decreased by 7,990.0 dollars (-1.82%) and sales in store 5 decreased by 18,023.0 dollars (-5.47%)."
5,2011-02-18,356622.61,0,58.83,3.045,213.8068304,6.634,2011-02-18,2011-02-18,"- Total sales increased by 126,007.0 dollars (1.87%). The increase was driven mainly by an expansion of 128,648.0 dollars (5.88%) in store 4. Sales in store 2 decreased by 87,157.0 dollars (-4.02%). Sales in store 1 increased by 37,228.0 dollars (2.26%). Sales in store 3 increased by 2,256.0 dollars (0.52%). Sales in store 5 increased by 45,032.0 dollars (14.45%)."
3,2011-02-18,432782.1,0,61.58,3.045,216.5843571,7.551,2011-02-18,2011-02-18,"- Total sales increased by 126,007.0 dollars (1.87%). The increase was driven mainly by an expansion of 128,648.0 dollars (5.88%) in store 4. Sales in store 2 decreased by 87,157.0 dollars (-4.02%). Sales in store 1 increased by 37,228.0 dollars (2.26%). Sales in store 3 increased by 2,256.0 dollars (0.52%). Sales in store 5 increased by 45,032.0 dollars (14.45%)."
2,2011-02-18,2080884.82,0,57.83,3.045,212.9033115,8.028,2011-02-18,2011-02-18,"- Total sales increased by 126,007.0 dollars (1.87%). The increase was driven mainly by an expansion of 128,648.0 dollars (5.88%) in store 4. Sales in store 2 decreased by 87,157.0 dollars (-4.02%). Sales in store 1 increased by 37,228.0 dollars (2.26%). Sales in store 3 increased by 2,256.0 dollars (0.52%). Sales in store 5 increased by 45,032.0 dollars (14.45%)."
4,2011-02-18,2316495.56,0,48.17,3.058,127.99525,6.51,2011-02-18,2011-02-18,"- Total sales increased by 126,007.0 dollars (1.87%). The increase was driven mainly by an expansion of 128,648.0 dollars (5.88%) in store 4. Sales in store 2 decreased by 87,157.0 dollars (-4.02%). Sales in store 1 increased by 37,228.0 dollars (2.26%). Sales in store 3 increased by 2,256.0 dollars (0.52%). Sales in store 5 increased by 45,032.0 dollars (14.45%)."
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,2011-02-18,2011-02-18,"- Total sales increased by 126,007.0 dollars (1.87%). The increase was driven mainly by an expansion of 128,648.0 dollars (5.88%) in store 4. Sales in store 2 decreased by 87,157.0 dollars (-4.02%). Sales in store 1 increased by 37,228.0 dollars (2.26%). Sales in store 3 increased by 2,256.0 dollars (0.52%). Sales in store 5 increased by 45,032.0 dollars (14.45%)."
5,2011-02-25,294659.5,0,63.35,3.065,214.0955503,6.634,2011-02-25,2011-02-25,"- Total sales decreased by $813,351.00, which represents a decrease of 11.83%. The decline was driven mainly by a reduction of $238,401.00 (10.29%) in store 4."
3,2011-02-25,397211.19,0,67.4,3.065,216.8780275,7.551,2011-02-25,2011-02-25,"- Total sales decreased by $813,351.00, which represents a decrease of 11.83%. The decline was driven mainly by a reduction of $238,401.00 (10.29%) in store 4."
2,2011-02-25,1833511.08,0,60.8,3.065,213.190421,8.028,2011-02-25,2011-02-25,"- Total sales decreased by $813,351.00, which represents a decrease of 11.83%. The decline was driven mainly by a reduction of $238,401.00 (10.29%) in store 4."
4,2011-02-25,2078094.69,0,49.0,3.087,128.13,6.51,2011-02-25,2011-02-25,"- Total sales decreased by $813,351.00, which represents a decrease of 11.83%. The decline was driven mainly by a reduction of $238,401.00 (10.29%) in store 4."
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,2011-02-25,2011-02-25,"- Total sales decreased by $813,351.00, which represents a decrease of 11.83%. The decline was driven mainly by a reduction of $238,401.00 (10.29%) in store 4."
3,2011-03-04,437084.51,0,65.11,3.288,217.1716979,7.551,2011-03-04,2011-03-04,"- Total sales increased by $427,168.00 (7.05%). The increase was driven mainly by an expansion of $179,463.00 (12.32%) in store 1."
2,2011-03-04,1981607.78,0,57.77,3.288,213.4775305,8.028,2011-03-04,2011-03-04,"- Total sales increased by $427,168.00 (7.05%). The increase was driven mainly by an expansion of $179,463.00 (12.32%) in store 1."
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,2011-03-04,2011-03-04,"- Total sales increased by $427,168.00 (7.05%). The increase was driven mainly by an expansion of $179,463.00 (12.32%) in store 1."
4,2011-03-04,2103455.75,0,46.56,3.305,128.26475,6.51,2011-03-04,2011-03-04,"- Total sales increased by $427,168.00 (7.05%). The increase was driven mainly by an expansion of $179,463.00 (12.32%) in store 1."
5,2011-03-04,329033.66,0,60.35,3.288,214.3842702,6.634,2011-03-04,2011-03-04,"- Total sales increased by $427,168.00 (7.05%). The increase was driven mainly by an expansion of $179,463.00 (12.32%) in store 1."
4,2011-03-11,2039818.41,0,50.93,3.461,128.3995,6.51,2011-03-11,2011-03-11,"- Total sales decreased by 317,476.0 dollars, which represents a decrease of 4.89%. The decline was driven mainly by a reduction of 63,637.0 dollars (3.03%) in store 4."
5,2011-03-11,293098.1,0,55.74,3.459,214.6729901,6.634,2011-03-11,2011-03-11,"- Total sales decreased by 317,476.0 dollars, which represents a decrease of 4.89%. The decline was driven mainly by a reduction of 63,637.0 dollars (3.03%) in store 4."
3,2011-03-11,404753.3,0,61.29,3.459,217.4653683,7.551,2011-03-11,2011-03-11,"- Total sales decreased by 317,476.0 dollars, which represents a decrease of 4.89%. The decline was driven mainly by a reduction of 63,637.0 dollars (3.03%) in store 4."
2,2011-03-11,1879107.31,0,52.7,3.459,213.7646401,8.028,2011-03-11,2011-03-11,"- Total sales decreased by 317,476.0 dollars, which represents a decrease of 4.89%. The decline was driven mainly by a reduction of 63,637.0 dollars (3.03%) in store 4."
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,2011-03-11,2011-03-11,"- Total sales decreased by 317,476.0 dollars, which represents a decrease of 4.89%. The decline was driven mainly by a reduction of 63,637.0 dollars (3.03%) in store 4."
3,2011-03-18,392109.51,0,69.47,3.488,217.7235226,7.551,2011-03-18,2011-03-18,"- Total sales increased by $130,170.00 (2.11%). The increase was driven mainly by an expansion of $76,657.00 (3.76%) in store 4. However, sales in store 3 decreased by $12,644.00 (-3.12%)."
4,2011-03-18,2116475.38,0,51.86,3.495,128.5121935,6.51,2011-03-18,2011-03-18,"- Total sales increased by $130,170.00 (2.11%). The increase was driven mainly by an expansion of $76,657.00 (3.76%) in store 4. However, sales in store 3 decreased by $12,644.00 (-3.12%)."
5,2011-03-18,312177.67,0,64.31,3.488,214.9257339,6.634,2011-03-18,2011-03-18,"- Total sales increased by $130,170.00 (2.11%). The increase was driven mainly by an expansion of $76,657.00 (3.76%) in store 4. However, sales in store 3 decreased by $12,644.00 (-3.12%)."
2,2011-03-18,1902557.66,0,62.32,3.488,214.0156238,8.028,2011-03-18,2011-03-18,"- Total sales increased by $130,170.00 (2.11%). The increase was driven mainly by an expansion of $76,657.00 (3.76%) in store 4. However, sales in store 3 decreased by $12,644.00 (-3.12%)."
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,2011-03-18,2011-03-18,"- Total sales increased by $130,170.00 (2.11%). The increase was driven mainly by an expansion of $76,657.00 (3.76%) in store 4. However, sales in store 3 decreased by $12,644.00 (-3.12%)."
4,2011-03-25,1944164.32,0,59.1,3.48,128.6160645,6.51,2011-03-25,2011-03-25,"- Total sales decreased by $373,293.00 (-5.93%). The decrease was driven mainly by a decline of $172,311.00 (-8.14%) in store 4."
2,2011-03-25,1766162.05,0,69.42,3.473,214.2521573,8.028,2011-03-25,2011-03-25,"- Total sales decreased by $373,293.00 (-5.93%). The decrease was driven mainly by a decline of $172,311.00 (-8.14%) in store 4."
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,2011-03-25,2011-03-25,"- Total sales decreased by $373,293.00 (-5.93%). The decrease was driven mainly by a decline of $172,311.00 (-8.14%) in store 4."
5,2011-03-25,294732.5,0,70.71,3.473,215.1640872,6.634,2011-03-25,2011-03-25,"- Total sales decreased by $373,293.00 (-5.93%). The decrease was driven mainly by a decline of $172,311.00 (-8.14%) in store 4."
3,2011-03-25,380683.67,0,72.94,3.473,217.9674705,7.551,2011-03-25,2011-03-25,"- Total sales decreased by $373,293.00 (-5.93%). The decrease was driven mainly by a decline of $172,311.00 (-8.14%) in store 4."
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,2011-04-01,2011-04-01,"- Total sales decreased by $42,490.00 (-0.72%). The decrease was driven mainly by a decline of $43,918.00 (-2.26%) in store 4."
5,2011-04-01,314316.55,0,61.5,3.524,215.4024406,6.489,2011-04-01,2011-04-01,"- Total sales decreased by $42,490.00 (-0.72%). The decrease was driven mainly by a decline of $43,918.00 (-2.26%) in store 4."
2,2011-04-01,1800171.36,0,55.43,3.524,214.4886908,7.931,2011-04-01,2011-04-01,"- Total sales decreased by $42,490.00 (-0.72%). The decrease was driven mainly by a decline of $43,918.00 (-2.26%) in store 4."
3,2011-04-01,374556.08,0,68.76,3.524,218.2114184,7.574,2011-04-01,2011-04-01,"- Total sales decreased by $42,490.00 (-0.72%). The decrease was driven mainly by a decline of $43,918.00 (-2.26%) in store 4."
4,2011-04-01,1900246.47,0,56.99,3.521,128.7199355,5.946,2011-04-01,2011-04-01,"- Total sales decreased by $42,490.00 (-0.72%). The decrease was driven mainly by a decline of $43,918.00 (-2.26%) in store 4."
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,2011-04-08,2011-04-08,"- Total sales increased by 343,819.0 dollars (5.84%). The increase was driven mainly by an expansion of 174,707.0 dollars (9.19%) in store 4."
5,2011-04-08,307333.62,0,69.64,3.622,215.6407939,6.489,2011-04-08,2011-04-08,"- Total sales increased by 343,819.0 dollars (5.84%). The increase was driven mainly by an expansion of 174,707.0 dollars (9.19%) in store 4."
2,2011-04-08,1847552.61,0,67.0,3.622,214.7252242,7.931,2011-04-08,2011-04-08,"- Total sales increased by 343,819.0 dollars (5.84%). The increase was driven mainly by an expansion of 174,707.0 dollars (9.19%) in store 4."
3,2011-04-08,384075.31,0,72.55,3.622,218.4553663,7.574,2011-04-08,2011-04-08,"- Total sales increased by 343,819.0 dollars (5.84%). The increase was driven mainly by an expansion of 174,707.0 dollars (9.19%) in store 4."
4,2011-04-08,2074953.46,0,62.61,3.605,128.8238065,5.946,2011-04-08,2011-04-08,"- Total sales increased by 343,819.0 dollars (5.84%). The increase was driven mainly by an expansion of 174,707.0 dollars (9.19%) in store 4."
5,2011-04-15,307913.58,0,72.02,3.743,215.8592673,6.489,2011-04-15,2011-04-15,"- Total sales decreased by $177,065.00, which represents a decrease of 2.84%. The decrease was driven mainly by a decline of $114,366.00, which represents a decrease of 5.51% in store 4."
2,2011-04-15,1856467.84,0,69.48,3.743,214.9420631,7.931,2011-04-15,2011-04-15,"- Total sales decreased by $177,065.00, which represents a decrease of 2.84%. The decrease was driven mainly by a decline of $114,366.00, which represents a decrease of 5.51% in store 4."
3,2011-04-15,366250.69,0,75.88,3.743,218.6788642,7.574,2011-04-15,2011-04-15,"- Total sales decreased by $177,065.00, which represents a decrease of 2.84%. The decrease was driven mainly by a decline of $114,366.00, which represents a decrease of 5.51% in store 4."
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,2011-04-15,2011-04-15,"- Total sales decreased by $177,065.00, which represents a decrease of 2.84%. The decrease was driven mainly by a decline of $114,366.00, which represents a decrease of 5.51% in store 4."
4,2011-04-15,1960587.76,0,62.34,3.724,128.9107333,5.946,2011-04-15,2011-04-15,"- Total sales decreased by $177,065.00, which represents a decrease of 2.84%. The decrease was driven mainly by a decline of $114,366.00, which represents a decrease of 5.51% in store 4."
4,2011-04-22,2220600.76,0,68.8,3.781,128.9553,5.946,2011-04-22,2011-04-22,"- Total sales increased by 340,927.0 dollars (5.63%). The increase was driven mainly by an expansion of 260,013.0 dollars (13.26%) in store 4."
3,2011-04-22,391860.04,0,76.91,3.807,218.851237,7.574,2011-04-22,2011-04-22,"- Total sales increased by 340,927.0 dollars (5.63%). The increase was driven mainly by an expansion of 260,013.0 dollars (13.26%) in store 4."
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,2011-04-22,2011-04-22,"- Total sales increased by 340,927.0 dollars (5.63%). The increase was driven mainly by an expansion of 260,013.0 dollars (13.26%) in store 4."
5,2011-04-22,328415.44,0,74.34,3.807,216.0280407,6.489,2011-04-22,2011-04-22,"- Total sales increased by 340,927.0 dollars (5.63%). The increase was driven mainly by an expansion of 260,013.0 dollars (13.26%) in store 4."
2,2011-04-22,1886339.6,0,69.39,3.807,215.1096657,7.931,2011-04-22,2011-04-22,"- Total sales increased by 340,927.0 dollars (5.63%). The increase was driven mainly by an expansion of 260,013.0 dollars (13.26%) in store 4."
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,2011-04-29,2011-04-29,"- Total sales decreased by $638,535.00, which represents a decrease of 9.99%. The decline was driven mainly by a reduction of $342,433.00 (15.42%) in store 4."
5,2011-04-29,307291.56,0,74.75,3.81,216.1968142,6.489,2011-04-29,2011-04-29,"- Total sales decreased by $638,535.00, which represents a decrease of 9.99%. The decline was driven mainly by a reduction of $342,433.00 (15.42%) in store 4."
2,2011-04-29,1745545.28,0,69.21,3.81,215.2772683,7.931,2011-04-29,2011-04-29,"- Total sales decreased by $638,535.00, which represents a decrease of 9.99%. The decline was driven mainly by a reduction of $342,433.00 (15.42%) in store 4."
4,2011-04-29,1878167.44,0,64.22,3.781,128.9998667,5.946,2011-04-29,2011-04-29,"- Total sales decreased by $638,535.00, which represents a decrease of 9.99%. The decline was driven mainly by a reduction of $342,433.00 (15.42%) in store 4."
3,2011-04-29,367405.4,0,78.69,3.81,219.0236099,7.574,2011-04-29,2011-04-29,"- Total sales decreased by $638,535.00, which represents a decrease of 9.99%. The decline was driven mainly by a reduction of $342,433.00 (15.42%) in store 4."
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,2011-05-06,2011-05-06,"- Total sales increased by 513,264.0 dollars (8.92%). The increase was driven mainly by an expansion of 185,515.0 dollars (9.88%) in store 4."
4,2011-05-06,2063682.76,0,63.41,3.866,129.0444333,5.946,2011-05-06,2011-05-06,"- Total sales increased by 513,264.0 dollars (8.92%). The increase was driven mainly by an expansion of 185,515.0 dollars (9.88%) in store 4."
2,2011-05-06,1837743.6,0,61.48,3.906,215.4448709,7.931,2011-05-06,2011-05-06,"- Total sales increased by 513,264.0 dollars (8.92%). The increase was driven mainly by an expansion of 185,515.0 dollars (9.88%) in store 4."
3,2011-05-06,413042.12,0,69.45,3.906,219.1959827,7.574,2011-05-06,2011-05-06,"- Total sales increased by 513,264.0 dollars (8.92%). The increase was driven mainly by an expansion of 185,515.0 dollars (9.88%) in store 4."
5,2011-05-06,322904.68,0,66.27,3.906,216.3655877,6.489,2011-05-06,2011-05-06,"- Total sales increased by 513,264.0 dollars (8.92%). The increase was driven mainly by an expansion of 185,515.0 dollars (9.88%) in store 4."
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,2011-05-13,2011-05-13,"Total sales decreased by 143,871.0 dollars, which represents a decrease of 2.3 percent. The decrease was driven mainly by a decline of 61,320.0 dollars (2.97 percent) in store 4."
4,2011-05-13,2002362.37,0,70.65,3.872,129.089,5.946,2011-05-13,2011-05-13,"Total sales decreased by 143,871.0 dollars, which represents a decrease of 2.3 percent. The decrease was driven mainly by a decline of 61,320.0 dollars (2.97 percent) in store 4."
5,2011-05-13,290930.01,0,77.38,3.899,216.5343611,6.489,2011-05-13,2011-05-13,"Total sales decreased by 143,871.0 dollars, which represents a decrease of 2.3 percent. The decrease was driven mainly by a decline of 61,320.0 dollars (2.97 percent) in store 4."
3,2011-05-13,386312.68,0,79.87,3.899,219.3683556,7.574,2011-05-13,2011-05-13,"Total sales decreased by 143,871.0 dollars, which represents a decrease of 2.3 percent. The decrease was driven mainly by a decline of 61,320.0 dollars (2.97 percent) in store 4."
2,2011-05-13,1838513.07,0,74.61,3.899,215.6124735,7.931,2011-05-13,2011-05-13,"Total sales decreased by 143,871.0 dollars, which represents a decrease of 2.3 percent. The decrease was driven mainly by a decline of 61,320.0 dollars (2.97 percent) in store 4."
3,2011-05-20,364603.13,0,75.79,3.907,219.127216,7.574,2011-05-20,2011-05-20,"- Total sales decreased by $326,613.00 (-5.33%). The decrease was driven mainly by a decline of $150,231.00 (-8.17%) in store 2."
5,2011-05-20,299614.33,0,71.37,3.907,216.3023847,6.489,2011-05-20,2011-05-20,"- Total sales decreased by $326,613.00 (-5.33%). The decrease was driven mainly by a decline of $150,231.00 (-8.17%) in store 2."
4,2011-05-20,2015563.48,0,70.49,3.881,129.0756774,5.946,2011-05-20,2011-05-20,"- Total sales decreased by $326,613.00 (-5.33%). The decrease was driven mainly by a decline of $150,231.00 (-8.17%) in store 2."
2,2011-05-20,1688281.86,0,67.14,3.907,215.3834778,7.931,2011-05-20,2011-05-20,"- Total sales decreased by $326,613.00 (-5.33%). The decrease was driven mainly by a decline of $150,231.00 (-8.17%) in store 2."
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,2011-05-20,2011-05-20,"- Total sales decreased by $326,613.00 (-5.33%). The decrease was driven mainly by a decline of $150,231.00 (-8.17%) in store 2."
5,2011-05-27,297149.69,0,80.14,3.786,216.0704083,6.489,2011-05-27,2011-05-27,"- Total sales increased by $120,596.00 (2.08%). The increase was driven mainly by an expansion of $109,451.00 (6.48%) in store 2."
2,2011-05-27,1797732.56,0,76.42,3.786,215.1544822,7.931,2011-05-27,2011-05-27,"- Total sales increased by $120,596.00 (2.08%). The increase was driven mainly by an expansion of $109,451.00 (6.48%) in store 2."
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,2011-05-27,2011-05-27,"- Total sales increased by $120,596.00 (2.08%). The increase was driven mainly by an expansion of $109,451.00 (6.48%) in store 2."
4,2011-05-27,1986597.95,0,73.65,3.771,129.0623548,5.946,2011-05-27,2011-05-27,"- Total sales increased by $120,596.00 (2.08%). The increase was driven mainly by an expansion of $109,451.00 (6.48%) in store 2."
3,2011-05-27,369350.6,0,84.41,3.786,218.8860765,7.574,2011-05-27,2011-05-27,"- Total sales increased by $120,596.00 (2.08%). The increase was driven mainly by an expansion of $109,451.00 (6.48%) in store 2."
3,2011-06-03,394507.84,0,84.29,3.699,218.6449369,7.574,2011-06-03,2011-06-03,"- Total sales increased by 441,026.0 dollars (7.45%). The increase was driven mainly by an expansion of 169,032.0 dollars (11.53%) in store 1."
5,2011-06-03,329183.92,0,83.81,3.699,215.8384319,6.489,2011-06-03,2011-06-03,"- Total sales increased by 441,026.0 dollars (7.45%). The increase was driven mainly by an expansion of 169,032.0 dollars (11.53%) in store 1."
4,2011-06-03,2065377.15,0,78.26,3.683,129.0490323,5.946,2011-06-03,2011-06-03,"- Total sales increased by 441,026.0 dollars (7.45%). The increase was driven mainly by an expansion of 169,032.0 dollars (11.53%) in store 1."
2,2011-06-03,1933756.21,0,83.07,3.699,214.9254865,7.931,2011-06-03,2011-06-03,"- Total sales increased by 441,026.0 dollars (7.45%). The increase was driven mainly by an expansion of 169,032.0 dollars (11.53%) in store 1."
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,2011-06-03,2011-06-03,"- Total sales increased by 441,026.0 dollars (7.45%). The increase was driven mainly by an expansion of 169,032.0 dollars (11.53%) in store 1."
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,2011-06-10,2011-06-10,"- Total sales decreased by $69,228.00, which represents a decrease of 1.09%. The decrease was driven mainly by a decline of $24,200.00 (7.35%) in store 5."
